ID,DUTName,Impedance,Temperature,Cycle,Status,TimeStamp,TimeTicks
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.137,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:38:46,6.3830371126022E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:38:46,6.38303711260234E+17
1-1-Temp,G,0,22.532,0,,2023/9/15 上午 10:39:00,6.38303711404843E+17
1-2-Temp,S,0,319.158,0,,2023/9/15 上午 10:39:00,6.38303711404843E+17
1-3-Temp,F,0,127.322,0,,2023/9/15 上午 10:39:00,6.38303711404843E+17
